path	created	updated
repos/vllm-omni/models/hunyuan-image3/architecture.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/models/hunyuan-image3/guides/_index.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/models/hunyuan-image3/guides/hf-alignment-pitfalls.md	2026-07-10T16:02:53+08:00	2026-07-10T16:54:03+08:00
repos/vllm-omni/models/hunyuan-image3/guides/hf-baseline-runbook.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/models/hunyuan-image3/guides/hf-omni-alignment-method.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/models/hunyuan-image3/guides/it2i-gap.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/models/hunyuan-image3/guides/official-prompt-format.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/models/hunyuan-image3/guides/run-image-gen-demo.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/models/hunyuan-image3/history/_index.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/models/hunyuan-image3/history/alignment-inventory.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/models/hunyuan-image3/history/ar-dit-bridge.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/models/hunyuan-image3/history/ar-graph-online-profiling-2026-06-08.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/models/hunyuan-image3/history/ar-only-tp2-benchmark-runbook.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/models/hunyuan-image3/history/bidirectional-attention.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/models/hunyuan-image3/history/ci-progress.md	2026-07-10T16:02:53+08:00	2026-07-10T16:54:03+08:00
repos/vllm-omni/models/hunyuan-image3/history/legacy-error-summary.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/models/hunyuan-image3/history/moe-fp32-router.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/models/hunyuan-image3/history/multi-image-input-plumbing.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/models/hunyuan-image3/history/painterly-drift-investigation.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/models/hunyuan-image3/history/profiling-tp4-fp8-baseline.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/models/hunyuan-image3/history/stage-device-mapping-race.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/models/hunyuan-image3/incidents/2026-05-13-kv-reuse-orchestrator.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/models/hunyuan-image3/incidents/_index.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/models/hunyuan-image3/incidents/painterly/2026-05-05-painterly-conditioning-ablation-01.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/models/hunyuan-image3/incidents/painterly/2026-05-05-painterly-conditioning-ablation-02.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/models/hunyuan-image3/incidents/painterly/2026-05-05-painterly-conditioning-ablation-03.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/models/hunyuan-image3/incidents/painterly/2026-05-05-painterly-debug-methodology-misses-01.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/models/hunyuan-image3/incidents/painterly/2026-05-05-painterly-debug-methodology-misses-02.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/models/hunyuan-image3/incidents/painterly/2026-05-05-painterly-debug-methodology-misses-03.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/models/hunyuan-image3/incidents/painterly/2026-05-05-painterly-debug-methodology-misses-04.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/models/hunyuan-image3/incidents/painterly/2026-05-05-painterly-debug-methodology-misses-05.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/models/hunyuan-image3/incidents/painterly/2026-05-06-painterly-psnr-pitfalls-01.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/models/hunyuan-image3/incidents/painterly/2026-05-06-painterly-psnr-pitfalls-02.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/models/hunyuan-image3/incidents/painterly/2026-05-06-painterly-psnr-pitfalls-03.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/models/hunyuan-image3/incidents/painterly/2026-05-06-painterly-root-cause-01.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/models/hunyuan-image3/incidents/painterly/2026-05-06-painterly-root-cause-02.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/models/hunyuan-image3/incidents/painterly/2026-05-06-painterly-root-cause-03.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/models/hunyuan-image3/incidents/painterly/2026-05-06-painterly-silent-bugs-01.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/models/hunyuan-image3/incidents/painterly/2026-05-07-painterly-silent-bugs-02.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/models/hunyuan-image3/incidents/painterly/2026-05-08-painterly-plan-size-misjudge-01.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/models/hunyuan-image3/incidents/painterly/2026-05-08-painterly-plan-size-misjudge-02.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/models/hunyuan-image3/incidents/painterly/_index.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/models/hunyuan-image3/rules.md	2026-07-13T14:49:08+08:00	2026-07-13T15:25:21+08:00
repos/vllm-omni/remote/_index.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/remote/guides/_index.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/remote/guides/remote-debug-strategy.md	2026-07-10T16:02:53+08:00	2026-07-10T21:02:01+08:00
repos/vllm-omni/remote/incidents/2026-04-27-remote-runtime-gpu-01.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/remote/incidents/2026-05-18-remote-runtime-gpu-02.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/remote/incidents/2026-05-18-remote-runtime-gpu-03.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/remote/incidents/2026-05-18-remote-runtime-gpu-04.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/remote/incidents/2026-05-18-remote-runtime-gpu-05.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/remote/incidents/_index.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/remote/incidents/performance-validation/2026-05-19-remote-validation-013.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/remote/incidents/performance-validation/2026-06-01-remote-validation-019.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/remote/incidents/performance-validation/2026-06-01-remote-validation-020.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/remote/incidents/performance-validation/2026-06-02-remote-validation-021.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/remote/incidents/performance-validation/2026-06-02-remote-validation-022.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/remote/incidents/performance-validation/2026-06-02-remote-validation-023.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/remote/incidents/performance-validation/2026-06-02-remote-validation-024.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/remote/incidents/performance-validation/2026-06-05-remote-validation-025.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/remote/incidents/performance-validation/2026-06-05-remote-validation-026.md	2026-07-10T16:02:53+08:00	2026-07-10T16:54:03+08:00
repos/vllm-omni/remote/incidents/performance-validation/2026-06-08-remote-validation-003.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/remote/incidents/performance-validation/2026-06-08-remote-validation-004.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/remote/incidents/performance-validation/2026-06-08-remote-validation-005.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/remote/incidents/performance-validation/2026-06-08-remote-validation-027.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/remote/incidents/performance-validation/2026-06-12-remote-validation-028.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/remote/incidents/performance-validation/2026-06-12-remote-validation-029.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/remote/incidents/performance-validation/2026-06-15-remote-validation-002.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/remote/incidents/performance-validation/2026-06-16-remote-validation-030.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/remote/incidents/performance-validation/2026-06-17-remote-validation-001.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/remote/incidents/performance-validation/2026-06-17-remote-validation-031.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/remote/incidents/performance-validation/2026-06-22-remote-validation-032.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/remote/incidents/performance-validation/_index.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/remote/incidents/workflow-validation/2026-04-27-remote-validation-007.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/remote/incidents/workflow-validation/2026-05-18-remote-validation-008.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/remote/incidents/workflow-validation/2026-05-18-remote-validation-009.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/remote/incidents/workflow-validation/2026-05-19-remote-validation-006.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/remote/incidents/workflow-validation/2026-05-19-remote-validation-010.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/remote/incidents/workflow-validation/2026-05-19-remote-validation-011.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/remote/incidents/workflow-validation/2026-05-19-remote-validation-012.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/remote/incidents/workflow-validation/2026-05-19-remote-validation-014.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/remote/incidents/workflow-validation/2026-05-20-remote-validation-015.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/remote/incidents/workflow-validation/2026-05-20-remote-validation-016.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/remote/incidents/workflow-validation/2026-05-20-remote-validation-017.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/remote/incidents/workflow-validation/2026-05-20-remote-validation-018.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/remote/incidents/workflow-validation/_index.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/review/_index.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/review/guides/_index.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/review/guides/model-adaptation-guardrails.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/review/guides/model-validation.md	2026-07-10T16:02:53+08:00	2026-07-10T16:02:53+08:00
repos/vllm-omni/rules.md	2026-07-10T16:54:03+08:00	2026-07-10T21:02:01+08:00
skills/claudeception/.claude/settings.local.json	2026-04-25T22:46:41+08:00	2026-04-25T22:46:41+08:00
skills/claudeception/.claude/skills/continuous-learning/SKILL.md	2026-04-25T22:46:41+08:00	2026-04-25T22:46:41+08:00
skills/claudeception/LICENSE	2026-04-25T22:46:41+08:00	2026-04-25T22:46:41+08:00
skills/claudeception/README.md	2026-04-25T22:46:41+08:00	2026-04-25T22:46:41+08:00
skills/claudeception/SKILL.md	2026-04-25T22:46:41+08:00	2026-07-10T22:28:58+08:00
skills/claudeception/WARP.md	2026-04-25T22:46:41+08:00	2026-04-25T22:46:41+08:00
skills/claudeception/examples/nextjs-server-side-error-debugging/SKILL.md	2026-04-25T22:46:41+08:00	2026-04-25T22:46:41+08:00
skills/claudeception/examples/prisma-connection-pool-exhaustion/SKILL.md	2026-04-25T22:46:41+08:00	2026-04-25T22:46:41+08:00
skills/claudeception/examples/typescript-circular-dependency/SKILL.md	2026-04-25T22:46:41+08:00	2026-04-25T22:46:41+08:00
skills/claudeception/resources/research-references.md	2026-04-25T22:46:41+08:00	2026-04-25T22:46:41+08:00
skills/claudeception/resources/skill-template.md	2026-04-25T22:46:41+08:00	2026-04-25T22:46:41+08:00
skills/claudeception/scripts/claudeception-activator.sh	2026-04-25T22:46:41+08:00	2026-04-25T22:46:41+08:00
skills/claudeception/test-skill-parsing.yaml	2026-04-25T22:46:41+08:00	2026-04-25T22:46:41+08:00
skills/clean-thinking/SKILL.md	2026-04-25T22:46:41+08:00	2026-04-25T22:46:41+08:00
skills/reflect-system/.state/auto-reflection.json	2026-04-25T22:46:41+08:00	2026-04-25T22:46:41+08:00
skills/reflect-system/.state/last-reflection.timestamp	2026-04-25T22:46:41+08:00	2026-04-25T22:46:41+08:00
skills/reflect-system/README.md	2026-04-25T22:46:41+08:00	2026-07-10T16:54:03+08:00
skills/reflect-system/SKILL.md	2026-04-25T22:46:41+08:00	2026-04-25T22:46:41+08:00
skills/reflect-system/USER_GUIDE.md	2026-04-25T22:46:41+08:00	2026-04-25T22:48:27+08:00
skills/reflect-system/commands/reflect-meta.md	2026-04-25T22:46:41+08:00	2026-04-25T22:48:27+08:00
skills/reflect-system/commands/reflect-promote.md	2026-04-25T22:46:41+08:00	2026-07-10T16:54:03+08:00
skills/reflect-system/commands/reflect-stats.md	2026-04-25T22:46:41+08:00	2026-04-25T22:48:27+08:00
skills/reflect-system/references/signal-patterns.md	2026-04-25T22:46:41+08:00	2026-04-25T22:46:41+08:00
skills/reflect-system/scripts/extract_signals.py	2026-04-25T22:46:41+08:00	2026-04-25T22:46:41+08:00
skills/reflect-system/scripts/hook-stop.sh	2026-04-25T22:46:41+08:00	2026-05-19T20:30:11+08:00
skills/reflect-system/scripts/learning_ledger.py	2026-04-25T22:46:41+08:00	2026-04-25T22:46:41+08:00
skills/reflect-system/scripts/meta_learning.py	2026-04-25T22:46:41+08:00	2026-04-25T22:48:27+08:00
skills/reflect-system/scripts/present_review.py	2026-04-25T22:46:41+08:00	2026-04-25T22:46:41+08:00
skills/reflect-system/scripts/promote_learning.py	2026-04-25T22:46:41+08:00	2026-04-25T22:46:41+08:00
skills/reflect-system/scripts/reflect.py	2026-04-25T22:46:41+08:00	2026-05-19T20:30:11+08:00
skills/reflect-system/scripts/scope_analyzer.py	2026-04-25T22:46:41+08:00	2026-04-25T22:46:41+08:00
skills/reflect-system/scripts/semantic_detector.py	2026-04-25T22:46:41+08:00	2026-04-25T22:46:41+08:00
skills/reflect-system/scripts/toggle-off.sh	2026-04-25T22:46:41+08:00	2026-04-25T22:46:41+08:00
skills/reflect-system/scripts/toggle-on.sh	2026-04-25T22:46:41+08:00	2026-04-25T22:46:41+08:00
skills/reflect-system/scripts/toggle-status.sh	2026-04-25T22:46:41+08:00	2026-04-25T22:46:41+08:00
skills/reflect-system/scripts/update_skill.py	2026-04-25T22:46:41+08:00	2026-04-25T22:46:41+08:00
tools/check_knowledge_tree.py	2026-07-10T16:02:53+08:00	2026-07-10T22:28:58+08:00
tools/check_review_report.py	2026-07-13T16:34:46+08:00	2026-07-13T16:34:46+08:00
tools/pr_scope_gate.ps1	2026-06-22T11:18:38+08:00	2026-06-22T11:18:38+08:00
tools/test_check_review_report.py	2026-07-13T16:34:46+08:00	2026-07-13T16:34:46+08:00
